id,gen,evolves_from,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,growth_rate,is_legendary,is_mythical
643,5,,-1,3,0,0,120,1,1,0
644,5,,-1,3,0,0,120,1,1,0
645,5,,0,3,90,0,120,1,1,0
646,5,,-1,3,0,0,120,1,1,0
647,5,,-1,3,35,0,80,1,0,1
648,5,,-1,3,100,0,120,1,0,1
649,5,,-1,3,0,0,120,1,0,1
650,6,,1,45,70,0,20,4,0,0
651,6,650,1,45,70,0,20,4,0,0
652,6,651,1,45,70,0,20,4,0,0
653,6,,1,45,70,0,20,4,0,0
654,6,653,1,45,70,0,20,4,0,0
655,6,654,1,45,70,0,20,4,0,0
656,6,,1,45,70,0,20,4,0,0
657,6,656,1,45,70,0,20,4,0,0
658,6,657,1,45,70,0,20,4,0,0
659,6,,4,255,70,0,15,2,0,0
660,6,659,4,127,70,0,15,2,0,0
661,6,,4,255,70,0,15,4,0,0
662,6,661,4,120,70,0,15,4,0,0
663,6,662,4,45,70,0,15,4,0,0
664,6,,4,255,70,0,15,2,0,0
665,6,664,4,120,70,0,15,2,0,0
666,6,665,4,45,70,0,15,2,0,0
667,6,,7,220,70,0,20,4,0,0
668,6,667,7,65,70,0,20,4,0,0
669,6,,8,225,70,0,20,2,0,0
670,6,669,8,120,70,0,20,2,0,0
671,6,670,8,45,70,0,20,2,0,0
672,6,,4,200,70,0,20,2,0,0
673,6,672,4,45,70,0,20,2,0,0
674,6,,4,220,70,0,25,2,0,0
675,6,674,4,65,70,0,25,2,0,0
676,6,,4,160,70,0,20,2,0,0
677,6,,4,190,70,0,20,2,0,0
678,6,677,4,75,70,0,20,2,0,0
679,6,,4,180,70,0,20,2,0,0
680,6,679,4,90,70,0,20,2,0,0
681,6,680,4,45,70,0,20,2,0,0
682,6,,4,200,70,0,20,2,0,0
683,6,682,4,140,70,0,20,2,0,0
684,6,,4,200,70,0,20,2,0,0
685,6,684,4,140,70,0,20,2,0,0
686,6,,4,190,70,0,20,2,0,0
687,6,686,4,80,70,0,20,2,0,0
688,6,,4,120,70,0,20,2,0,0
689,6,688,4,45,70,0,20,2,0,0
690,6,,4,225,70,0,20,2,0,0
691,6,690,4,55,70,0,20,2,0,0
692,6,,4,225,70,0,15,1,0,0
693,6,692,4,55,70,0,15,1,0,0
694,6,,4,190,70,0,20,2,0,0
695,6,694,4,75,70,0,20,2,0,0
696,6,,1,45,70,0,30,2,0,0
697,6,696,1,45,70,0,30,2,0,0
698,6,,1,45,70,0,30,2,0,0
699,6,698,1,45,70,0,30,2,0,0
700,6,133,1,45,70,0,35,2,0,0
701,6,,4,100,70,0,20,2,0,0
702,6,,4,180,70,0,20,2,0,0
703,6,,-1,60,70,0,25,1,0,0
704,6,,4,45,35,0,40,1,0,0
705,6,704,4,45,35,0,40,1,0,0
706,6,705,4,45,35,0,40,1,0,0
707,6,,4,75,70,0,20,3,0,0
708,6,,4,120,70,0,20,2,0,0
709,6,708,4,60,70,0,20,2,0,0
710,6,,4,120,70,0,20,2,0,0
711,6,710,4,60,70,0,20,2,0,0
712,6,,4,190,70,0,20,2,0,0
713,6,712,4,55,70,0,20,2,0,0
714,6,,4,190,70,0,20,2,0,0
715,6,714,4,45,70,0,20,2,0,0
716,6,,-1,45,0,0,120,1,1,0
717,6,,-1,45,0,0,120,1,1,0
718,6,,-1,3,0,0,120,1,1,0
719,6,,-1,3,70,0,25,1,0,1
720,6,,-1,3,100,0,120,1,0,1
721,6,,-1,3,100,0,120,1,0,1
722,7,,1,45,70,0,15,4,0,0
723,7,722,1,45,70,0,15,4,0,0
724,7,723,1,45,70,0,15,4,0,0
725,7,,1,45,70,0,15,4,0,0
726,7,725,1,45,70,0,15,4,0,0
727,7,726,1,45,70,0,15,4,0,0
728,7,,1,45,70,0,15,4,0,0
729,7,728,1,45,70,0,15,4,0,0
730,7,729,1,45,70,0,15,4,0,0
731,7,,4,255,70,0,15,2,0,0
732,7,731,4,120,70,0,15,2,0,0
733,7,732,4,45,70,0,15,2,0,0
734,7,,4,255,70,0,15,2,0,0
735,7,734,4,127,70,0,15,2,0,0
736,7,,4,255,70,0,15,2,0,0
737,7,736,4,120,70,0,15,2,0,0
738,7,737,4,45,70,0,15,2,0,0
739,7,,4,225,70,0,20,2,0,0
740,7,739,4,60,70,0,20,2,0,0
741,7,,6,45,70,0,20,2,0,0
742,7,,4,190,70,0,20,2,0,0
743,7,742,4,75,70,0,20,2,0,0
744,7,,4,190,70,0,15,2,0,0
745,7,744,4,90,70,0,15,2,0,0
746,7,,4,60,70,0,15,3,0,0
747,7,,4,190,70,0,20,2,0,0
748,7,747,4,75,70,0,20,2,0,0
749,7,,4,190,70,0,20,2,0,0
750,7,749,4,60,70,0,20,2,0,0
751,7,,4,200,70,0,15,2,0,0
752,7,751,4,100,70,0,15,2,0,0
753,7,,4,190,70,0,20,2,0,0
754,7,753,4,75,70,0,20,2,0,0
755,7,,4,190,70,0,20,2,0,0
756,7,755,4,75,70,0,20,2,0,0
757,7,,1,120,70,0,20,2,0,0
758,7,757,8,45,70,0,20,2,0,0
759,7,,4,140,70,0,15,2,0,0
760,7,759,4,70,70,0,15,2,0,0
761,7,,8,235,70,0,20,4,0,0
762,7,761,8,120,70,0,20,4,0,0
763,7,762,8,45,70,0,20,4,0,0
764,7,,6,60,70,0,20,3,0,0
765,7,,4,45,70,0,20,1,0,0
766,7,,4,45,70,0,20,1,0,0
767,7,,4,90,70,0,20,2,0,0
768,7,767,4,45,70,0,20,2,0,0
769,7,,4,140,70,0,15,2,0,0
770,7,769,4,60,70,0,15,2,0,0
771,7,,4,60,70,0,15,3,0,0
772,7,,-1,3,0,0,120,1,1,0
773,7,772,-1,3,0,0,120,1,1,0
774,7,,-1,30,70,0,25,4,0,0
775,7,,4,45,70,0,20,1,0,0
776,7,,4,70,70,0,20,2,0,0
777,7,,4,180,70,0,10,2,0,0
778,7,,4,45,70,0,20,2,0,0
779,7,,4,80,70,0,15,2,0,0
780,7,,4,70,70,0,20,2,0,0
781,7,,-1,25,70,0,25,2,0,0
782,7,,4,45,70,0,40,1,0,0
783,7,782,4,45,70,0,40,1,0,0
784,7,783,4,45,70,0,40,1,0,0
785,7,,-1,3,70,0,15,1,1,0
786,7,,-1,3,70,0,15,1,1,0
787,7,,-1,3,70,0,15,1,1,0
788,7,,-1,3,70,0,15,1,1,0
789,7,,-1,45,0,0,120,1,1,0
790,7,789,-1,45,0,0,120,1,1,0
791,7,790,-1,45,0,0,120,1,1,0
792,7,790,-1,45,0,0,120,1,1,0
793,7,,-1,45,0,0,120,1,0,0
794,7,,-1,45,0,0,120,1,0,0
795,7,,-1,45,0,0,120,1,0,0
796,7,,-1,45,0,0,120,1,0,0
797,7,,-1,45,0,0,120,1,0,0
798,7,,-1,45,0,0,120,1,0,0
799,7,,-1,45,0,0,120,1,0,0
800,7,,-1,255,0,0,120,1,1,0
801,7,,-1,3,0,0,120,1,0,1
802,7,,-1,3,0,0,120,1,0,1
803,7,,-1,45,0,0,120,1,0,0
804,7,803,-1,45,0,0,120,1,0,0
805,7,,-1,30,0,0,120,1,0,0
806,7,,-1,30,0,0,120,1,0,0
807,7,,-1,3,0,0,120,1,0,1
808,7,,-1,3,0,0,120,1,0,1
809,7,808,-1,3,0,0,120,1,0,1
810,8,,1,45,50,0,20,4,0,0
811,8,810,1,45,50,0,20,4,0,0
812,8,811,1,45,50,0,20,4,0,0
813,8,,1,45,50,0,20,4,0,0
814,8,813,1,45,50,0,20,4,0,0
815,8,814,1,45,50,0,20,4,0,0
816,8,,1,45,50,0,20,4,0,0
817,8,816,1,45,50,0,20,4,0,0
818,8,817,1,45,50,0,20,4,0,0
819,8,,4,255,50,0,20,2,0,0
820,8,819,4,90,50,0,20,2,0,0
821,8,,4,255,50,0,15,4,0,0
822,8,821,4,120,50,0,15,4,0,0
823,8,822,4,45,50,0,15,4,0,0
824,8,,4,255,50,0,15,2,0,0
825,8,824,4,120,50,0,15,2,0,0
826,8,825,4,45,50,0,15,2,0,0
827,8,,4,255,50,0,15,3,0,0
828,8,827,4,127,50,0,15,3,0,0
829,8,,4,190,50,0,20,2,0,0
830,8,829,4,75,50,0,20,2,0,0
831,8,,4,255,50,0,15,2,0,0
832,8,831,4,127,50,0,15,2,0,0
833,8,,4,255,50,0,20,2,0,0
834,8,833,4,75,50,0,20,2,0,0
835,8,,4,255,50,0,20,3,0,0
836,8,835,4,45,50,0,20,3,0,0
837,8,,4,255,50,0,15,4,0,0
838,8,837,4,120,50,0,15,4,0,0
839,8,838,4,45,50,0,15,4,0,0
840,8,,4,255,50,0,20,5,0,0
841,8,840,4,45,50,0,20,5,0,0
842,8,840,4,45,50,0,20,5,0,0
843,8,,4,255,50,0,20,2,0,0
844,8,843,4,120,50,0,20,2,0,0
845,8,,4,45,50,0,20,2,0,0
846,8,,4,255,50,0,20,1,0,0
847,8,846,4,60,50,0,20,1,0,0
848,8,,4,75,50,1,25,4,0,0
849,8,848,4,45,50,0,25,4,0,0
850,8,,4,190,50,0,20,2,0,0
851,8,850,4,75,50,0,20,2,0,0
852,8,,4,180,50,0,25,4,0,0
853,8,852,4,45,50,0,25,4,0,0
854,8,,-1,120,50,0,20,2,0,0
855,8,854,-1,60,50,0,20,2,0,0
856,8,,8,235,50,0,20,1,0,0
857,8,856,8,120,50,0,20,1,0,0
858,8,857,8,45,50,0,20,1,0,0
859,8,,0,255,50,0,20,2,0,0
860,8,859,0,120,50,0,20,2,0,0
861,8,860,0,45,50,0,20,2,0,0
862,8,264,4,45,50,0,15,2,0,0
863,8,52,4,90,50,0,20,2,0,0
864,8,222,6,30,50,0,20,3,0,0
865,8,83,4,45,50,0,20,2,0,0
866,8,122,4,45,50,0,25,2,0,0
867,8,562,4,90,50,0,25,2,0,0
868,8,,8,200,50,0,20,2,0,0
869,8,868,8,100,50,0,20,2,0,0
870,8,,-1,45,50,0,25,2,0,0
871,8,,4,75,50,0,20,2,0,0
872,8,,4,190,50,0,20,2,0,0
873,8,872,4,75,50,0,20,2,0,0
874,8,,4,60,50,0,25,1,0,0
875,8,,4,60,50,0,25,1,0,0
876,8,,4,30,140,0,40,3,0,0
877,8,,4,180,50,0,10,2,0,0
878,8,,4,190,50,0,25,2,0,0
879,8,878,4,90,50,0,25,2,0,0
880,8,,-1,45,50,0,35,1,0,0
881,8,,-1,45,50,0,35,1,0,0
882,8,,-1,45,50,0,35,1,0,0
883,8,,-1,45,50,0,35,1,0,0
884,8,,4,45,50,0,30,2,0,0
885,8,,4,45,50,0,40,1,0,0
886,8,885,4,45,50,0,40,1,0,0
887,8,886,4,45,50,0,40,1,0,0
888,8,,-1,10,0,0,120,1,1,0
889,8,,-1,10,0,0,120,1,1,0
890,8,,-1,255,0,0,120,1,1,0
891,8,,1,3,50,0,120,1,1,0
892,8,891,1,3,50,0,120,1,1,0
893,8,,-1,3,0,0,120,1,0,1
894,8,,-1,3,35,0,120,1,1,0
895,8,,-1,3,35,0,120,1,1,0
896,8,,-1,3,35,0,120,1,1,0
897,8,,-1,3,35,0,120,1,1,0
898,8,,-1,3,100,0,120,1,1,0
899,8,234,4,135,50,0,20,1,0,0
900,8,123,4,115,50,0,20,2,0,0
901,8,217,4,75,50,0,20,2,0,0
902,8,550,4,135,50,0,20,2,0,0
903,8,215,4,135,50,0,20,4,0,0
904,8,211,4,135,50,0,20,2,0,0
905,8,,8,3,50,0,20,1,1,0
906,9,,1,45,50,0,20,4,0,0
907,9,906,1,45,50,0,20,4,0,0
908,9,907,1,45,50,0,20,4,0,0
909,9,,1,45,50,0,20,4,0,0
910,9,909,1,45,50,0,20,4,0,0
911,9,910,1,45,50,0,20,4,0,0
912,9,,1,45,50,0,20,4,0,0
913,9,912,1,45,50,0,20,4,0,0
914,9,913,1,45,50,0,20,4,0,0
915,9,,4,255,50,0,15,2,0,0
916,9,915,0,100,50,0,15,2,0,0
917,9,,4,255,50,0,15,5,0,0
918,9,917,4,120,50,0,15,5,0,0
919,9,,4,190,20,0,20,2,0,0
920,9,919,4,30,0,0,20,2,0,0
921,9,,4,190,50,0,15,2,0,0
922,9,921,4,80,50,0,15,2,0,0
923,9,922,4,45,50,0,15,2,0,0
924,9,,-1,150,50,0,10,3,0,0
925,9,924,-1,75,50,0,10,3,0,0
926,9,,4,190,50,0,20,4,0,0
927,9,926,4,90,50,0,20,4,0,0
928,9,,4,255,50,0,20,4,0,0
929,9,928,4,120,50,0,20,4,0,0
930,9,929,4,45,50,0,20,4,0,0
931,9,,4,190,50,0,15,5,0,0
932,9,,4,255,50,0,20,4,0,0
933,9,932,4,120,50,0,20,4,0,0
934,9,933,4,45,50,0,20,4,0,0
935,9,,4,90,50,0,35,1,0,0
936,9,935,4,25,20,0,35,1,0,0
937,9,935,4,25,20,0,35,1,0,0
938,9,,4,190,50,0,20,2,0,0
939,9,938,4,50,50,0,20,2,0,0
940,9,,4,180,50,0,20,4,0,0
941,9,940,4,90,50,0,20,4,0,0
942,9,,4,150,50,0,20,4,0,0
943,9,942,4,75,50,0,20,4,0,0
944,9,,4,190,50,0,20,4,0,0
945,9,944,4,90,50,0,20,4,0,0
946,9,,4,190,50,0,20,2,0,0
947,9,946,4,45,50,0,20,2,0,0
948,9,,4,190,50,0,20,4,0,0
949,9,948,4,90,50,0,20,4,0,0
950,9,,4,120,50,0,35,2,0,0
951,9,,4,190,50,0,20,2,0,0
952,9,951,4,75,50,0,20,2,0,0
953,9,,4,190,50,0,20,3,0,0
954,9,953,4,45,50,0,20,3,0,0
955,9,,4,120,50,0,20,4,0,0
956,9,955,4,60,50,0,20,4,0,0
957,9,,8,190,50,0,20,4,0,0
958,9,957,8,90,50,0,20,4,0,0
959,9,958,8,45,50,0,20,4,0,0
960,9,,4,255,50,0,20,2,0,0
961,9,960,4,50,50,0,20,2,0,0
962,9,,4,25,50,0,35,1,0,0
963,9,,4,200,50,0,40,1,0,0
964,9,963,4,45,50,0,40,1,0,0
965,9,,4,190,50,0,20,2,0,0
966,9,965,4,75,50,0,20,2,0,0
967,9,,4,190,50,0,30,4,0,0
968,9,,4,25,50,0,35,1,0,0
969,9,,4,70,50,0,30,4,0,0
970,9,969,4,25,50,0,30,4,0,0
971,9,,4,120,50,0,20,4,0,0
972,9,971,4,60,50,0,20,4,0,0
973,9,,4,100,50,0,20,4,0,0
974,9,,4,150,50,0,25,4,0,0
975,9,974,4,50,50,0,25,4,0,0
976,9,,4,100,50,0,20,3,0,0
977,9,,4,25,50,0,40,1,0,0
978,9,,4,100,50,0,35,4,0,0
979,9,57,4,45,50,0,20,2,0,0
980,9,194,4,90,50,0,20,2,0,0
981,9,203,4,45,50,0,20,2,0,0
982,9,206,4,45,50,0,20,2,0,0
983,9,625,4,25,50,0,20,2,0,0
984,9,,-1,30,0,0,50,1,0,0
985,9,,-1,50,0,0,50,1,0,0
986,9,,-1,50,0,0,50,1,0,0
987,9,,-1,30,0,0,50,1,0,0
988,9,,-1,30,0,0,50,1,0,0
989,9,,-1,30,0,0,50,1,0,0
990,9,,-1,30,0,0,50,1,0,0
991,9,,-1,50,0,0,50,1,0,0
992,9,,-1,50,0,0,50,1,0,0
993,9,,-1,30,0,0,50,1,0,0
994,9,,-1,30,0,0,50,1,0,0
995,9,,-1,30,0,0,50,1,0,0
996,9,,4,45,50,0,40,1,0,0
997,9,996,4,25,50,0,40,1,0,0
998,9,997,4,10,50,0,40,1,0,0
999,9,,-1,45,50,0,50,1,0,0
1000,9,999,-1,45,50,0,50,1,0,0
1001,9,,-1,6,0,0,50,1,1,0
1002,9,,-1,6,0,0,50,1,1,0
1003,9,,-1,6,0,0,50,1,1,0
1004,9,,-1,6,0,0,50,1,1,0
1005,9,,-1,10,0,0,50,1,0,0
1006,9,,-1,10,0,0,50,1,0,0
1007,9,,-1,3,0,0,50,1,1,0
1008,9,,-1,3,0,0,50,1,1,0
1009,9,,-1,5,0,0,50,1,0,0
1010,9,,-1,5,0,0,50,1,0,0
1011,9,840,4,45,50,0,20,1,0,0
1012,9,,-1,120,50,0,50,1,0,0
1013,9,1012,-1,60,50,0,50,1,0,0
1014,9,,0,3,0,0,50,1,1,0
1015,9,,0,3,0,0,50,1,1,0
1016,9,,0,3,0,0,50,1,1,0
1017,9,,8,5,50,0,50,1,1,0
1018,9,884,4,10,50,0,30,2,0,0
1019,9,1011,4,10,50,0,20,5,0,0
1020,9,,-1,10,0,0,50,1,0,0
1021,9,,-1,10,0,0,50,1,0,0
1022,9,,-1,10,0,0,50,1,0,0
1023,9,,-1,10,0,0,50,1,0,0
1024,9,,4,255,50,0,5,1,1,0
1025,9,,-1,3,0,0,20,1,0,1
